name,latitude,longitude,TSR,total products,product names,Core Publisher,Composer Pro,Springboard Donation Forms
WWNO-FM,30.031117,-90.063583,1775182,18,"Quick Pledge, Live Streaming, Composer Pro, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Core Publisher, Coaching & Development Webinars, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Coaching & Development Conference, MSA > News Bundle, Story API, NPR News Content & Marks, Sound Exchange Reporting, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
KUHF-FM,29.726027,-95.348164,10538502,14,"Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Coaching & Development Conference, Analytics Service: Google Premium, Analytics, Live Streaming, Composer Pro, Sound Exchange Reporting, MSA > News Bundle, Story API, NPR News Content & Marks, Composer 2, Core Publisher, Distribution: iTunes Radio",1,1,0
WUFT-FM,29.613024,-82.371937,2637569,5,"Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Analytics Service: Google Premium, Analytics",0,0,0
KSTX-FM,29.506091,-98.577596,1927193,12,"Coaching & Development Webinars, Mobile Site, Composer 2, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Distribution: iTunes Radio",1,1,0
WUCF-FM,28.601343,-81.200929,752341,3,"Analytics, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,0,0
WMFE-FM,28.588018,-81.240869,4298220,5,"Analytics Service: Google Premium, Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,0,0
WUSF-FM,28.063467,-82.412973,6560483,16,"Composer Pro, Sound Exchange Reporting, Analytics, Analytics Service: Chartbeat, Core Publisher, Mobile Site, Coaching & Development Webinars, Story API, MSA > News Bundle, NPR News Content & Marks, Live Streaming, Analytics Service: Triton Webcast Metrics, Analytics Service: Google Premium, Composer 2, Coaching & Development Conference, Distribution: iTunes Radio",1,1,0
WFIT-FM,28.060015,-80.621591,2186850,29,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Coaching & Development Conference, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Springboard Donation Forms, Distribution Streaming, NPR Music Training, NPR Music Content, MSA > Music Bundle, Station Connect API, Distribution: NPR One app, Distribution: NPR.org and apps, Schedule and stream API, NPR Music Video Platform, Distribution: Connected Platforms, Exact Target Email Marketing, Distribution: iTunes Radio",1,1,1
WMNF-FM,27.981616,-82.459028,1362737,6,"Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, MSA > Music Bundle, Composer 2",0,0,0
KEDT-FM,27.72181,-97.389477,588022,1,Coaching & Development Webinars,0,0,0
WQCS-FM,27.398015,-80.371433,1164098,30,"MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Station Connect API, Distribution: NPR.org and apps, Distribution: Connected Platforms, Distribution: NPR One app, NPR Music Training, Exact Target Email Marketing, MSA > Music Bundle, NPR Music Content, NPR Music Video Platform, Schedule and stream API, Distribution Streaming, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
WGCU-FM,26.458827,-81.762295,1768436,28,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, NPR Music Content, Schedule and stream API, NPR Music Training, MSA > Music Bundle, Distribution Streaming, Exact Target Email Marketing, Distribution: Connected Platforms, Station Connect API, NPR Music Video Platform, Distribution: NPR.org and apps, Distribution: NPR One app, Springboard Donation Forms, Distribution: iTunes Radio",1,1,1
KJJF-FM,26.207302,-97.69857,201222,2,"Analytics, Composer 2",0,0,0
WLRN-FM,25.770001,-80.167976,7025220,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio",1,1,0
KHPR-FM,21.296698,-157.848036,4490246,11,"Analytics Service: Google Premium, Analytics, Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Distribution: NPR One app",1,1,0
